timestamp,scorer,best_score,all_grid_scores
2017-03-19 04:31:03.381570,<bound method RegressionScorer.score of <auto_ml.utils_scoring.RegressionScorer object at 0x7f2a323f3048>>,-0.00512480147139,"[mean: -0.00517, std: 0.00105, params: {'model__hidden_layers': [1]}, mean: -0.00519, std: 0.00107, params: {'model__hidden_layers': [1, 0.1]}, mean: -0.00520, std: 0.00106, params: {'model__hidden_layers': [1, 1, 1]}, mean: -0.00519, std: 0.00107, params: {'model__hidden_layers': [1, 0.5, 0.1]}, mean: -0.00517, std: 0.00105, params: {'model__hidden_layers': [2]}, mean: -0.00641, std: 0.00228, params: {'model__hidden_layers': [5]}, mean: -0.00521, std: 0.00090, params: {'model__hidden_layers': [1, 0.5, 0.25, 0.1, 0.05]}, mean: -0.00515, std: 0.00102, params: {'model__hidden_layers': [1, 1, 1, 1]}, mean: -0.00512, std: 0.00099, params: {'model__hidden_layers': [1, 1]}]"
2017-03-19 08:20:58.076994,<bound method RegressionScorer.score of <auto_ml.utils_scoring.RegressionScorer object at 0x7fef03000be0>>,-0.0051200561981,"[mean: -0.00521, std: 0.00091, params: {'model__hidden_layers': [1]}, mean: -0.00535, std: 0.00106, params: {'model__hidden_layers': [1, 0.1]}, mean: -0.00537, std: 0.00118, params: {'model__hidden_layers': [1, 1, 1]}, mean: -0.00516, std: 0.00096, params: {'model__hidden_layers': [1, 0.5, 0.1]}, mean: -0.00608, std: 0.00176, params: {'model__hidden_layers': [2]}, mean: -0.00526, std: 0.00098, params: {'model__hidden_layers': [5]}, mean: -0.00513, std: 0.00099, params: {'model__hidden_layers': [1, 0.5, 0.25, 0.1, 0.05]}, mean: -0.00571, std: 0.00106, params: {'model__hidden_layers': [1, 1, 1, 1]}, mean: -0.00512, std: 0.00100, params: {'model__hidden_layers': [1, 1]}]"
